country,religion,count,proportion,population_proportion,sample_proportion,benchmark_proportion,deviation,abs_deviation,normalized_deviation,tvd_contribution
Uganda,Hinduism,,,1.45413196558255e-05,0.0,1.45413196558255e-05,-1.45413196558255e-05,1.45413196558255e-05,-1.0,7.27065982791275e-06
Dominican Republic,Other religious group,,,1.4402084997241893e-05,0.0,1.4402084997241893e-05,-1.4402084997241893e-05,1.4402084997241893e-05,-1.0,7.201042498620946e-06
Tonga,Christianity,,,1.434407055616539e-05,0.0,1.434407055616539e-05,-1.434407055616539e-05,1.434407055616539e-05,-1.0,7.172035278082695e-06
Mongolia,Other religious group,,,1.421063734168943e-05,0.0,1.421063734168943e-05,-1.421063734168943e-05,1.421063734168943e-05,-1.0,7.105318670844715e-06
St. Vincent and the Gren.,Christianity,,,1.4151172539586016e-05,0.0,1.4151172539586016e-05,-1.4151172539586016e-05,1.4151172539586016e-05,-1.0,7.075586269793008e-06
Brazil,Islam,,,1.4137394109830347e-05,0.0,1.4137394109830347e-05,-1.4137394109830347e-05,1.4137394109830347e-05,-1.0,7.068697054915174e-06
Brazil,Judaism,,,1.4137394109830347e-05,0.0,1.4137394109830347e-05,-1.4137394109830347e-05,1.4137394109830347e-05,-1.0,7.068697054915174e-06
Brazil,Hinduism,,,1.4137394109830347e-05,0.0,1.4137394109830347e-05,-1.4137394109830347e-05,1.4137394109830347e-05,-1.0,7.068697054915174e-06
Kiribati,Christianity,,,1.4068501961051998e-05,0.0,1.4068501961051998e-05,-1.4068501961051998e-05,1.4068501961051998e-05,-1.0,7.034250980525999e-06
Palestinian territories,Christianity,,,1.4062700516944348e-05,0.0,1.4062700516944348e-05,-1.4062700516944348e-05,1.4062700516944348e-05,-1.0,7.031350258472174e-06
Grenada,Christianity,,,1.4010487519975497e-05,0.0,1.4010487519975497e-05,-1.4010487519975497e-05,1.4010487519975497e-05,-1.0,7.005243759987748e-06
South Korea,Islam,,,1.3975678855329597e-05,0.0,1.3975678855329597e-05,-1.3975678855329597e-05,1.3975678855329597e-05,-1.0,6.987839427664798e-06
Bosnia-Herzegovina,I do not identify with any religious group or faith,,,1.3633393652978226e-05,0.0,1.3633393652978226e-05,-1.3633393652978226e-05,1.3633393652978226e-05,-1.0,6.816696826489113e-06
Guatemala,Other religious group,,,1.3565951865226793e-05,0.0,1.3565951865226793e-05,-1.3565951865226793e-05,1.3565951865226793e-05,-1.0,6.782975932613396e-06
Macau,Buddhism,,,1.35492727134173e-05,0.0,1.35492727134173e-05,-1.35492727134173e-05,1.35492727134173e-05,-1.0,6.77463635670865e-06
Philippines,I do not identify with any religious group or faith,,,1.3526066936986695e-05,0.0,1.3526066936986695e-05,-1.3526066936986695e-05,1.3526066936986695e-05,-1.0,6.763033468493348e-06
Laos,Christianity,,,1.3488357550286969e-05,0.0,1.3488357550286969e-05,-1.3488357550286969e-05,1.3488357550286969e-05,-1.0,6.744178775143484e-06
Cambodia,Other religious group,,,1.33302681983535e-05,0.0,1.33302681983535e-05,-1.33302681983535e-05,1.33302681983535e-05,-1.0,6.66513409917675e-06
New Zealand,Hinduism,,,1.330996314397672e-05,0.0,1.330996314397672e-05,-1.330996314397672e-05,1.330996314397672e-05,-1.0,6.65498157198836e-06
Italy,Other religious group,,,1.3172904026933484e-05,0.0,1.3172904026933484e-05,-1.3172904026933484e-05,1.3172904026933484e-05,-1.0,6.586452013466742e-06
Nepal,I do not identify with any religious group or faith,,,1.3035844909890244e-05,0.0,1.3035844909890244e-05,-1.3035844909890244e-05,1.3035844909890244e-05,-1.0,6.517922454945122e-06
Mongolia,Islam,,,1.2809588589691882e-05,0.0,1.2809588589691882e-05,-1.2809588589691882e-05,1.2809588589691882e-05,-1.0,6.404794294845941e-06
Venezuela,Islam,,,1.2609438767977948e-05,0.0,1.2609438767977948e-05,-1.2609438767977948e-05,1.2609438767977948e-05,-1.0,6.304719383988974e-06
Nicaragua,Other religious group,,,1.2596385518735734e-05,0.0,1.2596385518735734e-05,-1.2596385518735734e-05,1.2596385518735734e-05,-1.0,6.298192759367867e-06
Pakistan,Buddhism,,,1.2588408533087714e-05,0.0,1.2588408533087714e-05,-1.2588408533087714e-05,1.2588408533087714e-05,-1.0,6.294204266543857e-06
Pakistan,Judaism,,,1.2588408533087714e-05,0.0,1.2588408533087714e-05,-1.2588408533087714e-05,1.2588408533087714e-05,-1.0,6.294204266543857e-06
Seychelles,Christianity,,,1.2270054287680404e-05,0.0,1.2270054287680404e-05,-1.2270054287680404e-05,1.2270054287680404e-05,-1.0,6.135027143840202e-06
Gabon,I do not identify with any religious group or faith,,,1.226425284357275e-05,0.0,1.226425284357275e-05,-1.226425284357275e-05,1.226425284357275e-05,-1.0,6.132126421786375e-06
Antigua and Barbuda,Christianity,,,1.2139521795258272e-05,0.0,1.2139521795258272e-05,-1.2139521795258272e-05,1.2139521795258272e-05,-1.0,6.069760897629136e-06
Macau,I do not identify with any religious group or faith,,,1.2061202299804992e-05,0.0,1.2061202299804992e-05,-1.2061202299804992e-05,1.2061202299804992e-05,-1.0,6.030601149902496e-06
Netherlands,Hinduism,,,1.2045248328508954e-05,0.0,1.2045248328508954e-05,-1.2045248328508954e-05,1.2045248328508954e-05,-1.0,6.022624164254477e-06
Saudi Arabia,Buddhism,,,1.1943723056625074e-05,0.0,1.1943723056625074e-05,-1.1943723056625074e-05,1.1943723056625074e-05,-1.0,5.971861528312537e-06
Egypt,Other religious group,,,1.1765328650314826e-05,0.0,1.1765328650314826e-05,-1.1765328650314826e-05,1.1765328650314826e-05,-1.0,5.882664325157413e-06
Nigeria,Hinduism,,,1.1488309694174525e-05,0.0,1.1488309694174525e-05,-1.1488309694174525e-05,1.1488309694174525e-05,-1.0,5.744154847087262e-06
Nigeria,Judaism,,,1.1488309694174525e-05,0.0,1.1488309694174525e-05,-1.1488309694174525e-05,1.1488309694174525e-05,-1.0,5.744154847087262e-06
Nigeria,Buddhism,,,1.1488309694174525e-05,0.0,1.1488309694174525e-05,-1.1488309694174525e-05,1.1488309694174525e-05,-1.0,5.744154847087262e-06
Trinidad and Tobago,Islam,,,1.1466554278770836e-05,0.0,1.1466554278770836e-05,-1.1466554278770836e-05,1.1466554278770836e-05,-1.0,5.733277139385418e-06
Suriname,Islam,,,1.146365355671701e-05,0.0,1.146365355671701e-05,-1.146365355671701e-05,1.146365355671701e-05,-1.0,5.731826778358505e-06
Gambia,Christianity,,,1.1291060594514414e-05,0.0,1.1291060594514414e-05,-1.1291060594514414e-05,1.1291060594514414e-05,-1.0,5.645530297257207e-06
Kuwait,Buddhism,,,1.112716979847329e-05,0.0,1.112716979847329e-05,-1.112716979847329e-05,1.112716979847329e-05,-1.0,5.563584899236645e-06
Bangladesh,Judaism,,,1.0782709054581555e-05,0.0,1.0782709054581555e-05,-1.0782709054581555e-05,1.0782709054581555e-05,-1.0,5.391354527290778e-06
Iran,I do not identify with any religious group or faith,,,1.0728320516072336e-05,0.0,1.0728320516072336e-05,-1.0728320516072336e-05,1.0728320516072336e-05,-1.0,5.364160258036168e-06
Slovenia,Islam,,,1.0599238384677115e-05,0.0,1.0599238384677115e-05,-1.0599238384677115e-05,1.0599238384677115e-05,-1.0,5.299619192338558e-06
Venezuela,Other religious group,,,1.0507865639981622e-05,0.0,1.0507865639981622e-05,-1.0507865639981622e-05,1.0507865639981622e-05,-1.0,5.253932819990811e-06
Andorra,Christianity,,,1.0384584952694051e-05,0.0,1.0384584952694051e-05,-1.0384584952694051e-05,1.0384584952694051e-05,-1.0,5.192292476347026e-06
Russia,Hinduism,,,1.03671806203711e-05,0.0,1.03671806203711e-05,-1.03671806203711e-05,1.03671806203711e-05,-1.0,5.18359031018555e-06
Puerto Rico,I do not identify with any religious group or faith,,,1.0333822316752112e-05,0.0,1.0333822316752112e-05,-1.0333822316752112e-05,1.0333822316752112e-05,-1.0,5.166911158376056e-06
Paraguay,I do not identify with any religious group or faith,,,1.0290311485944735e-05,0.0,1.0290311485944735e-05,-1.0290311485944735e-05,1.0290311485944735e-05,-1.0,5.145155742972368e-06
Algeria,Christianity,,,1.0288861124917824e-05,0.0,1.0288861124917824e-05,-1.0288861124917824e-05,1.0288861124917824e-05,-1.0,5.144430562458912e-06
New Zealand,Buddhism,,,1.014092430017274e-05,0.0,1.014092430017274e-05,-1.014092430017274e-05,1.014092430017274e-05,-1.0,5.07046215008637e-06
Thailand,Hinduism,,,1.0024895418019734e-05,0.0,1.0024895418019734e-05,-1.0024895418019734e-05,1.0024895418019734e-05,-1.0,5.012447709009867e-06
Thailand,Other religious group,,,1.0024895418019734e-05,0.0,1.0024895418019734e-05,-1.0024895418019734e-05,1.0024895418019734e-05,-1.0,5.012447709009867e-06
American Samoa,Christianity,,,9.979934226185445e-06,0.0,9.979934226185445e-06,-9.979934226185445e-06,9.979934226185445e-06,-1.0,4.989967113092722e-06
Isle of Man,Christianity,,,9.75802898906782e-06,0.0,9.75802898906782e-06,-9.75802898906782e-06,9.75802898906782e-06,-1.0,4.87901449453391e-06
Lesotho,I do not identify with any religious group or faith,,,9.756578628040907e-06,0.0,9.756578628040907e-06,-9.756578628040907e-06,9.756578628040907e-06,-1.0,4.878289314020454e-06
Netherlands,Other religious group,,,9.636198662807165e-06,0.0,9.636198662807165e-06,-9.636198662807165e-06,9.636198662807165e-06,-1.0,4.818099331403582e-06
Dominica,Christianity,,,9.583985665838313e-06,0.0,9.583985665838313e-06,-9.583985665838313e-06,9.583985665838313e-06,-1.0,4.791992832919156e-06
Burkina Faso,I do not identify with any religious group or faith,,,9.55497844530006e-06,0.0,9.55497844530006e-06,-9.55497844530006e-06,9.55497844530006e-06,-1.0,4.77748922265003e-06
Zambia,I do not identify with any religious group or faith,,,9.492612921142818e-06,0.0,9.492612921142818e-06,-9.492612921142818e-06,9.492612921142818e-06,-1.0,4.746306460571409e-06
Zambia,Islam,,,9.492612921142818e-06,0.0,9.492612921142818e-06,-9.492612921142818e-06,9.492612921142818e-06,-1.0,4.746306460571409e-06
Guinea Bissau,I do not identify with any religious group or faith,,,9.479559671900604e-06,0.0,9.479559671900604e-06,-9.479559671900604e-06,9.479559671900604e-06,-1.0,4.739779835950302e-06
Romania,Islam,,,9.350477540505385e-06,0.0,9.350477540505385e-06,-9.350477540505385e-06,9.350477540505385e-06,-1.0,4.675238770252692e-06
Kazakhstan,Other religious group,,,9.299714904563444e-06,0.0,9.299714904563444e-06,-9.299714904563444e-06,9.299714904563444e-06,-1.0,4.649857452281722e-06
Portugal,Buddhism,,,9.293913460455795e-06,0.0,9.293913460455795e-06,-9.293913460455795e-06,9.293913460455795e-06,-1.0,4.646956730227898e-06
Portugal,Islam,,,9.293913460455795e-06,0.0,9.293913460455795e-06,-9.293913460455795e-06,9.293913460455795e-06,-1.0,4.646956730227898e-06
United Arab Emirates,Other religious group,,,9.258379615296436e-06,0.0,9.258379615296436e-06,-9.258379615296436e-06,9.258379615296436e-06,-1.0,4.629189807648218e-06
Mongolia,Christianity,,,9.20689179884104e-06,0.0,9.20689179884104e-06,-9.20689179884104e-06,9.20689179884104e-06,-1.0,4.60344589942052e-06
Japan,Hinduism,,,9.176434217275876e-06,0.0,9.176434217275876e-06,-9.176434217275876e-06,9.176434217275876e-06,-1.0,4.588217108637938e-06
Japan,Judaism,,,9.176434217275876e-06,0.0,9.176434217275876e-06,-9.176434217275876e-06,9.176434217275876e-06,-1.0,4.588217108637938e-06
Croatia,Islam,,,8.934223925781475e-06,0.0,8.934223925781475e-06,-8.934223925781475e-06,8.934223925781475e-06,-1.0,4.467111962890737e-06
Italy,Hinduism,,,8.781936017955655e-06,0.0,8.781936017955655e-06,-8.781936017955655e-06,8.781936017955655e-06,-1.0,4.3909680089778275e-06
Portugal,Other religious group,,,8.51942067208448e-06,0.0,8.51942067208448e-06,-8.51942067208448e-06,8.51942067208448e-06,-1.0,4.25971033604224e-06
Peru,Buddhism,,,8.43529973252355e-06,0.0,8.43529973252355e-06,-8.43529973252355e-06,8.43529973252355e-06,-1.0,4.217649866261775e-06
Greenland,Christianity,,,8.36278168117792e-06,0.0,8.36278168117792e-06,-8.36278168117792e-06,8.36278168117792e-06,-1.0,4.18139084058896e-06
Mexico,Judaism,,,8.224997383621225e-06,0.0,8.224997383621225e-06,-8.224997383621225e-06,8.224997383621225e-06,-1.0,4.112498691810613e-06
Mexico,Islam,,,8.224997383621225e-06,0.0,8.224997383621225e-06,-8.224997383621225e-06,8.224997383621225e-06,-1.0,4.112498691810613e-06
Mexico,Hinduism,,,8.224997383621225e-06,0.0,8.224997383621225e-06,-8.224997383621225e-06,8.224997383621225e-06,-1.0,4.112498691810613e-06
Mexico,Buddhism,,,8.224997383621225e-06,0.0,8.224997383621225e-06,-8.224997383621225e-06,8.224997383621225e-06,-1.0,4.112498691810613e-06
Cambodia,Christianity,,,8.203241968217536e-06,0.0,8.203241968217536e-06,-8.203241968217536e-06,8.203241968217536e-06,-1.0,4.101620984108768e-06
Liberia,I do not identify with any religious group or faith,,,8.101716696333656e-06,0.0,8.101716696333656e-06,-8.101716696333656e-06,8.101716696333656e-06,-1.0,4.050858348166828e-06
Laos,I do not identify with any religious group or faith,,,8.093014530172183e-06,0.0,8.093014530172183e-06,-8.093014530172183e-06,8.093014530172183e-06,-1.0,4.046507265086091e-06
Qatar,Buddhism,,,7.913169762835022e-06,0.0,7.913169762835022e-06,-7.913169762835022e-06,7.913169762835022e-06,-1.0,3.956584881417511e-06
Fiji,Islam,,,7.858056043812344e-06,0.0,7.858056043812344e-06,-7.858056043812344e-06,7.858056043812344e-06,-1.0,3.929028021906172e-06
New Zealand,Islam,,,7.605693225129555e-06,0.0,7.605693225129555e-06,-7.605693225129555e-06,7.605693225129555e-06,-1.0,3.8028466125647774e-06
New Zealand,Other religious group,,,7.605693225129555e-06,0.0,7.605693225129555e-06,-7.605693225129555e-06,7.605693225129555e-06,-1.0,3.8028466125647774e-06
Costa Rica,Other religious group,,,7.434550623953872e-06,0.0,7.434550623953872e-06,-7.434550623953872e-06,7.434550623953872e-06,-1.0,3.717275311976936e-06
Ecuador,Other religious group,,,7.340277157204552e-06,0.0,7.340277157204552e-06,-7.340277157204552e-06,7.340277157204552e-06,-1.0,3.670138578602276e-06
South Africa,Judaism,,,7.27065982791275e-06,0.0,7.27065982791275e-06,-7.27065982791275e-06,7.27065982791275e-06,-1.0,3.635329913956375e-06
Cayman Islands,Christianity,,,7.266308744832012e-06,0.0,7.266308744832012e-06,-7.266308744832012e-06,7.266308744832012e-06,-1.0,3.633154372416006e-06
Moldova,I do not identify with any religious group or faith,,,7.24890441250906e-06,0.0,7.24890441250906e-06,-7.24890441250906e-06,7.24890441250906e-06,-1.0,3.62445220625453e-06
Sierra Leone,Other religious group,,,7.236576343780304e-06,0.0,7.236576343780304e-06,-7.236576343780304e-06,7.236576343780304e-06,-1.0,3.618288171890152e-06
South Sudan,I do not identify with any religious group or faith,,,7.215546108890072e-06,0.0,7.215546108890072e-06,-7.215546108890072e-06,7.215546108890072e-06,-1.0,3.607773054445036e-06
El Salvador,Other religious group,,,7.182187805271083e-06,0.0,7.182187805271083e-06,-7.182187805271083e-06,7.182187805271083e-06,-1.0,3.5910939026355414e-06
Ireland,Islam,,,7.131425169329144e-06,0.0,7.131425169329144e-06,-7.131425169329144e-06,7.131425169329144e-06,-1.0,3.565712584664572e-06
Faeroe Islands,Christianity,,,7.1067690318716285e-06,0.0,7.1067690318716285e-06,-7.1067690318716285e-06,7.1067690318716285e-06,-1.0,3.5533845159358143e-06
Northern Mariana Is.,Christianity,,,7.074861089279552e-06,0.0,7.074861089279552e-06,-7.074861089279552e-06,7.074861089279552e-06,-1.0,3.537430544639776e-06
Marshall Islands,Christianity,,,7.070510006198814e-06,0.0,7.070510006198814e-06,-7.070510006198814e-06,7.070510006198814e-06,-1.0,3.535255003099407e-06
Republic of the Congo,Islam,,,7.031350258472174e-06,0.0,7.031350258472174e-06,-7.031350258472174e-06,7.031350258472174e-06,-1.0,3.515675129236087e-06
Yemen,Christianity,,,6.9762365394494966e-06,0.0,6.9762365394494966e-06,-6.9762365394494966e-06,6.9762365394494966e-06,-1.0,3.4881182697247483e-06
Guyana,Islam,,,6.961732929180371e-06,0.0,6.961732929180371e-06,-6.961732929180371e-06,6.961732929180371e-06,-1.0,3.4808664645901853e-06
St. Kitts and Nevis,Christianity,,,6.8602076572964905e-06,0.0,6.8602076572964905e-06,-6.8602076572964905e-06,6.8602076572964905e-06,-1.0,3.4301038286482452e-06
Philippines,Judaism,,,6.763033468493348e-06,0.0,6.763033468493348e-06,-6.763033468493348e-06,6.763033468493348e-06,-1.0,3.381516734246674e-06
Philippines,Buddhism,,,6.763033468493348e-06,0.0,6.763033468493348e-06,-6.763033468493348e-06,6.763033468493348e-06,-1.0,3.381516734246674e-06
Philippines,Hinduism,,,6.763033468493348e-06,0.0,6.763033468493348e-06,-6.763033468493348e-06,6.763033468493348e-06,-1.0,3.381516734246674e-06
Central African Republic,Other religious group,,,6.700667944336107e-06,0.0,6.700667944336107e-06,-6.700667944336107e-06,6.700667944336107e-06,-1.0,3.3503339721680534e-06
Spain,Judaism,,,6.683263612013156e-06,0.0,6.683263612013156e-06,-6.683263612013156e-06,6.683263612013156e-06,-1.0,3.341631806006578e-06
Spain,Other religious group,,,6.683263612013156e-06,0.0,6.683263612013156e-06,-6.683263612013156e-06,6.683263612013156e-06,-1.0,3.341631806006578e-06
Cape Verde,I do not identify with any religious group or faith,,,6.5991426724522265e-06,0.0,6.5991426724522265e-06,-6.5991426724522265e-06,6.5991426724522265e-06,-1.0,3.2995713362261132e-06
Ukraine,Other religious group,,,6.591890867317663e-06,0.0,6.591890867317663e-06,-6.591890867317663e-06,6.591890867317663e-06,-1.0,3.2959454336588316e-06
Bermuda,Christianity,,,6.526624621106597e-06,0.0,6.526624621106597e-06,-6.526624621106597e-06,6.526624621106597e-06,-1.0,3.2633123105532986e-06
Tanzania,Hinduism,,,6.503418844675996e-06,0.0,6.503418844675996e-06,-6.503418844675996e-06,6.503418844675996e-06,-1.0,3.251709422337998e-06
Albania,I do not identify with any religious group or faith,,,6.4976174005683446e-06,0.0,6.4976174005683446e-06,-6.4976174005683446e-06,6.4976174005683446e-06,-1.0,3.2488087002841723e-06
Trinidad and Tobago,Other religious group,,,6.413496461007417e-06,0.0,6.413496461007417e-06,-6.413496461007417e-06,6.413496461007417e-06,-1.0,3.2067482305037084e-06
Central African Republic,I do not identify with any religious group or faith,,,6.38158851841534e-06,0.0,6.38158851841534e-06,-6.38158851841534e-06,6.38158851841534e-06,-1.0,3.19079425920767e-06
Vietnam,Hinduism,,,6.3707108107134955e-06,0.0,6.3707108107134955e-06,-6.3707108107134955e-06,6.3707108107134955e-06,-1.0,3.1853554053567478e-06
Vietnam,Judaism,,,6.3707108107134955e-06,0.0,6.3707108107134955e-06,-6.3707108107134955e-06,6.3707108107134955e-06,-1.0,3.1853554053567478e-06
Namibia,I do not identify with any religious group or faith,,,6.282963968585285e-06,0.0,6.282963968585285e-06,-6.282963968585285e-06,6.282963968585285e-06,-1.0,3.1414819842926425e-06
Finland,Islam,,,6.2191480834011314e-06,0.0,6.2191480834011314e-06,-6.2191480834011314e-06,6.2191480834011314e-06,-1.0,3.1095740417005657e-06
Ethiopia,Buddhism,,,6.015372359119914e-06,0.0,6.015372359119914e-06,-6.015372359119914e-06,6.015372359119914e-06,-1.0,3.007686179559957e-06
Ethiopia,Hinduism,,,6.015372359119914e-06,0.0,6.015372359119914e-06,-6.015372359119914e-06,6.015372359119914e-06,-1.0,3.007686179559957e-06
Ethiopia,Judaism,,,6.015372359119914e-06,0.0,6.015372359119914e-06,-6.015372359119914e-06,6.015372359119914e-06,-1.0,3.007686179559957e-06
Ethiopia,I do not identify with any religious group or faith,,,6.015372359119914e-06,0.0,6.015372359119914e-06,-6.015372359119914e-06,6.015372359119914e-06,-1.0,3.007686179559957e-06
Papua New Guinea,Other religious group,,,5.969685986772169e-06,0.0,5.969685986772169e-06,-5.969685986772169e-06,5.969685986772169e-06,-1.0,2.9848429933860846e-06
Germany,Hinduism,,,5.968235625745255e-06,0.0,5.968235625745255e-06,-5.968235625745255e-06,5.968235625745255e-06,-1.0,2.9841178128726275e-06
